app_id,app_date,amount,rate_offered,term_months,status,payment_date,segment
APP-002436,2023-10-02 00:00:00,7300.0,0.1676,24,Default,,0
APP-002437,2025-01-30 00:00:00,7700.0,0.1955,36,Paid,2028-02-02 00:00:00,3
APP-002438,2024-04-08 00:00:00,9700.0,0.1694,48,Paid,2028-04-11 00:00:00,1
APP-002439,2023-09-13 00:00:00,7100.0,0.1915,48,Default,,3
APP-002440,2024-09-26 00:00:00,4800.0,0.2136,48,Paid,2028-09-29 00:00:00,3
APP-002441,2023-10-03 00:00:00,11500.0,0.1947,36,Paid,2026-10-05 00:00:00,2
APP-002442,2022-11-27 00:00:00,10800.0,0.1477,36,Paid,2025-11-29 00:00:00,1
APP-002443,2022-12-14 00:00:00,5400.0,0.1485,36,Paid,2025-12-16 00:00:00,0
APP-002444,2025-03-12 00:00:00,9400.0,0.108,24,Paid,2027-03-14 00:00:00,1
APP-002445,2023-10-14 00:00:00,7000.0,0.1373,36,Paid,2026-10-16 00:00:00,0
APP-002446,2025-06-23 00:00:00,8500.0,0.2781,36,Paid,2028-06-25 00:00:00,3
APP-002447,2023-04-05 00:00:00,8600.0,0.1404,48,Paid,2027-04-08 00:00:00,1
APP-002448,2022-11-29 00:00:00,7500.0,0.1203,36,Paid,2025-12-01 00:00:00,0
APP-002449,2023-12-08 00:00:00,6400.0,0.196,24,Paid,2025-12-09 00:00:00,3
APP-002450,2024-09-16 00:00:00,6600.0,0.1745,48,Paid,2028-09-19 00:00:00,0
APP-002451,2023-06-01 00:00:00,6200.0,0.1702,36,Paid,2026-06-03 00:00:00,0
APP-002452,2024-10-22 00:00:00,6300.0,0.2505,48,Paid,2028-10-25 00:00:00,3
APP-002453,2023-09-10 00:00:00,7900.0,0.2075,48,Paid,2027-09-13 00:00:00,3
APP-002454,2024-10-12 00:00:00,6600.0,0.1535,36,Paid,2027-10-15 00:00:00,0
APP-002455,2024-11-11 00:00:00,9400.0,0.1588,24,Paid,2026-11-13 00:00:00,1
APP-002456,2025-01-04 00:00:00,11000.0,0.1549,24,Paid,2027-01-06 00:00:00,1
APP-002457,2025-06-02 00:00:00,6800.0,0.2237,24,Paid,2027-06-04 00:00:00,3
APP-002458,2023-06-21 00:00:00,8500.0,0.1646,24,Paid,2025-06-22 00:00:00,1
APP-002459,2023-09-14 00:00:00,9000.0,0.0903,36,Paid,2026-09-16 00:00:00,1
APP-002460,2024-08-02 00:00:00,8900.0,0.1776,48,Paid,2028-08-05 00:00:00,2
APP-002461,2024-09-14 00:00:00,8200.0,0.1031,48,Default,,1
APP-002462,2023-05-05 00:00:00,9500.0,0.2892,36,Paid,2026-05-07 00:00:00,2
APP-002463,2024-05-14 00:00:00,9000.0,0.1317,24,Paid,2026-05-16 00:00:00,1
APP-002464,2024-01-24 00:00:00,5500.0,0.1719,36,Default,,0
APP-002465,2024-11-01 00:00:00,9700.0,0.1929,36,Paid,2027-11-04 00:00:00,2
APP-002466,2022-12-12 00:00:00,9800.0,0.1656,24,Paid,2024-12-13 00:00:00,1
APP-002467,2024-08-12 00:00:00,6500.0,0.1655,48,Paid,2028-08-15 00:00:00,0
APP-002468,2024-02-07 00:00:00,8100.0,0.2011,48,Default,,3
APP-002469,2023-01-13 00:00:00,9400.0,0.2563,36,Paid,2026-01-15 00:00:00,2
APP-002470,2025-04-02 00:00:00,7600.0,0.2184,36,Paid,2028-04-04 00:00:00,3
APP-002471,2024-06-15 00:00:00,10100.0,0.2539,24,Paid,2026-06-17 00:00:00,2
APP-002472,2024-05-12 00:00:00,12700.0,0.1277,36,Paid,2027-05-15 00:00:00,1
APP-002473,2024-09-03 00:00:00,6400.0,0.1959,24,Paid,2026-09-05 00:00:00,3
APP-002474,2024-03-08 00:00:00,5200.0,0.1878,24,Paid,2026-03-10 00:00:00,0
APP-002475,2022-08-23 00:00:00,8600.0,0.1976,36,Paid,2025-08-25 00:00:00,2
APP-002476,2022-12-19 00:00:00,9400.0,0.2488,36,Paid,2025-12-21 00:00:00,2
APP-002477,2023-05-10 00:00:00,7500.0,0.169,36,Paid,2026-05-12 00:00:00,0
APP-002478,2024-02-15 00:00:00,10900.0,0.1597,36,Paid,2027-02-17 00:00:00,1
APP-002479,2024-05-17 00:00:00,5300.0,0.2067,36,Paid,2027-05-20 00:00:00,3
APP-002480,2023-11-27 00:00:00,9400.0,0.0911,48,Paid,2027-11-30 00:00:00,1
APP-002481,2024-07-31 00:00:00,6800.0,0.1682,48,Paid,2028-08-03 00:00:00,0
APP-002482,2023-07-11 00:00:00,11400.0,0.1733,48,Paid,2027-07-14 00:00:00,2
APP-002483,2025-06-25 00:00:00,12000.0,0.134,48,Paid,2029-06-28 00:00:00,1
APP-002484,2025-05-14 00:00:00,6500.0,0.2329,36,Paid,2028-05-16 00:00:00,3
APP-002485,2024-08-19 00:00:00,6900.0,0.1269,36,Default,,0
APP-002486,2022-12-05 00:00:00,9700.0,0.1732,24,Paid,2024-12-06 00:00:00,2
APP-002487,2025-03-22 00:00:00,7200.0,0.1947,24,Paid,2027-03-24 00:00:00,3
APP-002488,2024-04-09 00:00:00,7900.0,0.2477,48,Paid,2028-04-12 00:00:00,3
APP-002489,2022-12-19 00:00:00,8100.0,0.1795,48,Paid,2026-12-22 00:00:00,2
APP-002490,2022-07-09 00:00:00,4200.0,0.2268,36,Paid,2025-07-11 00:00:00,3
APP-002491,2022-11-17 00:00:00,8000.0,0.215,36,Paid,2025-11-19 00:00:00,3
APP-002492,2022-11-08 00:00:00,6600.0,0.1862,24,Paid,2024-11-09 00:00:00,0
APP-002493,2023-01-18 00:00:00,7000.0,0.1255,36,Paid,2026-01-20 00:00:00,0
APP-002494,2022-07-15 00:00:00,10900.0,0.1083,36,Default,,1
APP-002495,2024-09-21 00:00:00,5500.0,0.1853,36,Paid,2027-09-24 00:00:00,0
APP-002496,2023-10-30 00:00:00,9600.0,0.1529,48,Paid,2027-11-02 00:00:00,1
APP-002497,2024-04-01 00:00:00,7400.0,0.226,24,Paid,2026-04-03 00:00:00,3
APP-002498,2024-03-23 00:00:00,7400.0,0.2173,36,Paid,2027-03-26 00:00:00,3
APP-002499,2025-05-29 00:00:00,9600.0,0.1708,36,Paid,2028-05-31 00:00:00,1
APP-002500,2025-06-25 00:00:00,8700.0,0.1221,48,Paid,2029-06-28 00:00:00,1
APP-002501,2025-06-11 00:00:00,9100.0,0.2055,48,Paid,2029-06-14 00:00:00,2
APP-002502,2024-02-11 00:00:00,9900.0,0.1291,36,Paid,2027-02-13 00:00:00,1
APP-002503,2023-01-16 00:00:00,7300.0,0.1421,48,Paid,2027-01-19 00:00:00,0
APP-002504,2024-10-18 00:00:00,6800.0,0.131,36,Paid,2027-10-21 00:00:00,0
APP-002505,2023-02-03 00:00:00,5800.0,0.1731,24,Paid,2025-02-04 00:00:00,0
APP-002506,2024-10-15 00:00:00,6300.0,0.2385,36,Paid,2027-10-18 00:00:00,3
APP-002507,2023-01-26 00:00:00,13900.0,0.1797,24,Paid,2025-01-27 00:00:00,2
APP-002508,2022-09-21 00:00:00,10500.0,0.1578,36,Paid,2025-09-23 00:00:00,1
APP-002509,2024-01-11 00:00:00,5300.0,0.1037,48,Paid,2028-01-14 00:00:00,0
APP-002510,2024-02-23 00:00:00,5400.0,0.2076,48,Paid,2028-02-26 00:00:00,3
APP-002511,2022-08-28 00:00:00,9000.0,0.141,36,Paid,2025-08-30 00:00:00,1
APP-002512,2023-06-17 00:00:00,9100.0,0.1859,36,Paid,2026-06-19 00:00:00,2
APP-002513,2024-09-18 00:00:00,9100.0,0.1623,24,Paid,2026-09-20 00:00:00,1
APP-002514,2024-06-19 00:00:00,7500.0,0.2219,36,Paid,2027-06-22 00:00:00,3
APP-002515,2023-02-18 00:00:00,7700.0,0.1721,24,Paid,2025-02-19 00:00:00,0
APP-002516,2022-11-19 00:00:00,8700.0,0.1771,36,Paid,2025-11-21 00:00:00,2
APP-002517,2024-11-05 00:00:00,8200.0,0.2043,36,Paid,2027-11-08 00:00:00,2
APP-002518,2023-02-10 00:00:00,3600.0,0.2853,48,Paid,2027-02-13 00:00:00,3
APP-002519,2024-11-03 00:00:00,7500.0,0.2244,24,Default,,3
APP-002520,2023-11-23 00:00:00,6300.0,0.1756,36,Paid,2026-11-25 00:00:00,0
APP-002521,2023-05-26 00:00:00,8400.0,0.1802,36,Paid,2026-05-28 00:00:00,2
APP-002522,2025-01-01 00:00:00,14000.0,0.1538,24,Paid,2027-01-03 00:00:00,1
APP-002523,2023-08-30 00:00:00,8700.0,0.1325,36,Paid,2026-09-01 00:00:00,1
APP-002524,2023-10-10 00:00:00,7400.0,0.1524,36,Paid,2026-10-12 00:00:00,0
APP-002525,2024-08-14 00:00:00,9800.0,0.1414,36,Paid,2027-08-17 00:00:00,1
APP-002526,2022-07-27 00:00:00,9000.0,0.2127,48,Paid,2026-07-30 00:00:00,2
APP-002527,2022-08-15 00:00:00,8800.0,0.1264,36,Default,,1
APP-002528,2024-02-16 00:00:00,9200.0,0.2467,36,Paid,2027-02-18 00:00:00,2
APP-002529,2024-05-05 00:00:00,12100.0,0.2176,24,Paid,2026-05-07 00:00:00,2
APP-002530,2023-03-01 00:00:00,5700.0,0.181,48,Paid,2027-03-04 00:00:00,0
APP-002531,2023-02-22 00:00:00,8900.0,0.18,24,Paid,2025-02-23 00:00:00,2
APP-002532,2023-01-01 00:00:00,6100.0,0.1521,24,Paid,2025-01-02 00:00:00,0
APP-002533,2025-03-16 00:00:00,9100.0,0.1935,24,Default,,2
APP-002534,2024-12-09 00:00:00,6200.0,0.2344,36,Paid,2027-12-12 00:00:00,3
APP-002535,2023-01-27 00:00:00,7200.0,0.1448,36,Default,,0
APP-002536,2022-11-27 00:00:00,7400.0,0.1033,48,Paid,2026-11-30 00:00:00,0
APP-002537,2023-01-07 00:00:00,10000.0,0.2152,48,Paid,2027-01-10 00:00:00,2
APP-002538,2023-01-24 00:00:00,9800.0,0.1962,36,Paid,2026-01-26 00:00:00,2
APP-002539,2023-08-04 00:00:00,5500.0,0.124,36,Paid,2026-08-06 00:00:00,0
APP-002540,2022-09-30 00:00:00,8100.0,0.1433,36,Paid,2025-10-02 00:00:00,1
APP-002541,2023-02-24 00:00:00,6600.0,0.137,48,Paid,2027-02-27 00:00:00,0
APP-002542,2024-09-16 00:00:00,5500.0,0.1438,36,Paid,2027-09-19 00:00:00,0
APP-002543,2025-06-11 00:00:00,7600.0,0.1638,36,Paid,2028-06-13 00:00:00,0
APP-002544,2024-12-11 00:00:00,7400.0,0.1667,36,Paid,2027-12-14 00:00:00,0
APP-002545,2022-10-07 00:00:00,12900.0,0.1475,36,Paid,2025-10-09 00:00:00,1
APP-002546,2024-04-20 00:00:00,8900.0,0.1421,24,Paid,2026-04-22 00:00:00,1
APP-002547,2023-02-21 00:00:00,5200.0,0.1686,24,Paid,2025-02-22 00:00:00,0
APP-002548,2023-05-31 00:00:00,6900.0,0.1884,36,Paid,2026-06-02 00:00:00,3
APP-002549,2025-04-21 00:00:00,10000.0,0.1642,48,Paid,2029-04-24 00:00:00,1
APP-002550,2023-03-20 00:00:00,12200.0,0.2379,36,Paid,2026-03-22 00:00:00,2
APP-002551,2022-11-12 00:00:00,4800.0,0.2054,48,Default,,3
APP-002552,2023-04-14 00:00:00,4200.0,0.1005,24,Default,,0
APP-002553,2022-12-13 00:00:00,11700.0,0.2062,36,Paid,2025-12-15 00:00:00,2
APP-002554,2023-02-19 00:00:00,8800.0,0.2103,36,Paid,2026-02-21 00:00:00,2
APP-002555,2024-07-25 00:00:00,6300.0,0.1583,48,Paid,2028-07-28 00:00:00,0
APP-002556,2025-05-24 00:00:00,9100.0,0.1052,36,Default,,1
APP-002557,2023-04-22 00:00:00,2700.0,0.1804,36,Paid,2026-04-24 00:00:00,0
APP-002558,2022-08-22 00:00:00,8000.0,0.1796,24,Default,,0
APP-002559,2025-04-12 00:00:00,8700.0,0.1239,36,Default,,1
APP-002560,2023-03-01 00:00:00,9800.0,0.1074,48,Paid,2027-03-04 00:00:00,1
APP-002561,2024-09-25 00:00:00,6000.0,0.1756,36,Paid,2027-09-28 00:00:00,0
APP-002562,2023-10-10 00:00:00,8200.0,0.1683,48,Paid,2027-10-13 00:00:00,1
APP-002563,2024-10-11 00:00:00,6100.0,0.1591,48,Paid,2028-10-14 00:00:00,0
APP-002564,2025-04-11 00:00:00,8500.0,0.1758,24,Paid,2027-04-13 00:00:00,1
APP-002565,2024-10-19 00:00:00,6200.0,0.1249,48,Paid,2028-10-22 00:00:00,0
APP-002566,2024-01-17 00:00:00,7200.0,0.1583,36,Paid,2027-01-19 00:00:00,0
APP-002567,2025-07-02 00:00:00,6000.0,0.2067,24,Paid,2027-07-04 00:00:00,3
APP-002568,2022-11-05 00:00:00,9300.0,0.1625,36,Paid,2025-11-07 00:00:00,1
APP-002569,2023-05-11 00:00:00,9700.0,0.0964,36,Paid,2026-05-13 00:00:00,1
APP-002570,2023-03-21 00:00:00,7500.0,0.1564,36,Paid,2026-03-23 00:00:00,0
APP-002571,2024-09-11 00:00:00,8100.0,0.1265,24,Paid,2026-09-13 00:00:00,1
APP-002572,2022-11-30 00:00:00,5100.0,0.1934,48,Paid,2026-12-03 00:00:00,0
APP-002573,2022-07-31 00:00:00,7400.0,0.1959,36,Paid,2025-08-02 00:00:00,3
APP-002574,2023-05-13 00:00:00,7900.0,0.0971,36,Paid,2026-05-15 00:00:00,1
APP-002575,2024-07-19 00:00:00,13200.0,0.218,36,Paid,2027-07-22 00:00:00,2
APP-002576,2024-07-30 00:00:00,5800.0,0.1244,24,Paid,2026-08-01 00:00:00,0
APP-002577,2024-08-20 00:00:00,10900.0,0.258,36,Paid,2027-08-23 00:00:00,2
APP-002578,2023-03-02 00:00:00,10000.0,0.1776,36,Paid,2026-03-04 00:00:00,2
APP-002579,2023-03-01 00:00:00,8600.0,0.1177,36,Paid,2026-03-03 00:00:00,1
APP-002580,2023-10-21 00:00:00,11500.0,0.1229,24,Paid,2025-10-22 00:00:00,1
APP-002581,2023-07-15 00:00:00,8700.0,0.1974,48,Paid,2027-07-18 00:00:00,2
APP-002582,2024-11-19 00:00:00,8800.0,0.1604,36,Paid,2027-11-22 00:00:00,1
APP-002583,2023-11-19 00:00:00,7900.0,0.1752,36,Paid,2026-11-21 00:00:00,0
APP-002584,2022-07-29 00:00:00,10400.0,0.2606,36,Paid,2025-07-31 00:00:00,2
APP-002585,2025-05-15 00:00:00,10200.0,0.145,36,Paid,2028-05-17 00:00:00,1
APP-002586,2023-11-23 00:00:00,6700.0,0.183,24,Paid,2025-11-24 00:00:00,0
APP-002587,2025-03-16 00:00:00,5400.0,0.251,36,Paid,2028-03-18 00:00:00,3
APP-002588,2023-06-05 00:00:00,7600.0,0.1935,36,Paid,2026-06-07 00:00:00,3
APP-002589,2025-02-19 00:00:00,6400.0,0.0997,24,Default,,0
APP-002590,2023-11-27 00:00:00,7900.0,0.2053,24,Default,,3
APP-002591,2023-06-18 00:00:00,10500.0,0.1218,36,Paid,2026-06-20 00:00:00,1
APP-002592,2024-12-29 00:00:00,7100.0,0.2503,24,Paid,2026-12-31 00:00:00,3
APP-002593,2024-12-11 00:00:00,7900.0,0.1389,36,Paid,2027-12-14 00:00:00,1
APP-002594,2023-07-31 00:00:00,8100.0,0.3285,36,Default,,3
APP-002595,2025-03-19 00:00:00,9700.0,0.2534,36,Paid,2028-03-21 00:00:00,2
APP-002596,2024-12-12 00:00:00,3500.0,0.1402,48,Default,,0
APP-002597,2022-08-14 00:00:00,6800.0,0.181,36,Paid,2025-08-16 00:00:00,0
APP-002598,2025-06-20 00:00:00,8400.0,0.2177,48,Paid,2029-06-23 00:00:00,2
APP-002599,2023-10-27 00:00:00,10400.0,0.2192,48,Paid,2027-10-30 00:00:00,2
APP-002600,2024-01-19 00:00:00,7000.0,0.2021,48,Paid,2028-01-22 00:00:00,3
APP-002601,2023-11-19 00:00:00,4200.0,0.2426,24,Paid,2025-11-20 00:00:00,3
APP-002602,2023-03-21 00:00:00,9200.0,0.1739,48,Paid,2027-03-24 00:00:00,1
APP-002603,2024-08-17 00:00:00,6700.0,0.1617,48,Paid,2028-08-20 00:00:00,0
APP-002604,2023-04-06 00:00:00,5600.0,0.1627,36,Paid,2026-04-08 00:00:00,0
APP-002605,2023-04-22 00:00:00,6800.0,0.2229,36,Paid,2026-04-24 00:00:00,3
APP-002606,2023-03-28 00:00:00,7600.0,0.1983,48,Paid,2027-03-31 00:00:00,3
APP-002607,2025-04-23 00:00:00,6800.0,0.1946,36,Paid,2028-04-25 00:00:00,3
APP-002608,2024-01-30 00:00:00,3600.0,0.2198,36,Paid,2027-02-01 00:00:00,3
APP-002609,2025-05-06 00:00:00,9800.0,0.0774,48,Paid,2029-05-09 00:00:00,1
APP-002610,2025-01-04 00:00:00,10500.0,0.1955,36,Paid,2028-01-07 00:00:00,2
APP-002611,2023-08-11 00:00:00,9300.0,0.1909,24,Paid,2025-08-12 00:00:00,2
APP-002612,2022-08-31 00:00:00,5700.0,0.2634,36,Default,,3
APP-002613,2025-06-15 00:00:00,7600.0,0.1036,36,Paid,2028-06-17 00:00:00,1
APP-002614,2025-05-26 00:00:00,8000.0,0.2579,48,Paid,2029-05-29 00:00:00,3
APP-002615,2023-10-06 00:00:00,9200.0,0.1838,36,Paid,2026-10-08 00:00:00,2
APP-002616,2024-06-10 00:00:00,9300.0,0.2044,48,Paid,2028-06-13 00:00:00,2
APP-002617,2025-01-26 00:00:00,6500.0,0.2638,36,Paid,2028-01-29 00:00:00,3
APP-002618,2023-07-14 00:00:00,8200.0,0.208,36,Paid,2026-07-16 00:00:00,2
APP-002619,2023-02-05 00:00:00,8900.0,0.2,24,Paid,2025-02-06 00:00:00,2
APP-002620,2025-02-24 00:00:00,10900.0,0.1921,36,Paid,2028-02-27 00:00:00,2
APP-002621,2025-06-28 00:00:00,9400.0,0.1558,48,Paid,2029-07-01 00:00:00,1
APP-002622,2022-09-27 00:00:00,9600.0,0.1786,24,Paid,2024-09-28 00:00:00,2
APP-002623,2023-11-15 00:00:00,8200.0,0.1442,48,Paid,2027-11-18 00:00:00,1
APP-002624,2024-10-20 00:00:00,10800.0,0.1778,36,Paid,2027-10-23 00:00:00,2
APP-002625,2023-05-12 00:00:00,8800.0,0.0632,24,Paid,2025-05-13 00:00:00,1
APP-002626,2024-08-20 00:00:00,6300.0,0.2015,24,Paid,2026-08-22 00:00:00,3
APP-002627,2024-07-13 00:00:00,10800.0,0.1739,36,Paid,2027-07-16 00:00:00,2
APP-002628,2023-08-27 00:00:00,9400.0,0.1632,36,Paid,2026-08-29 00:00:00,1
APP-002629,2024-04-09 00:00:00,7100.0,0.191,36,Paid,2027-04-12 00:00:00,3
APP-002630,2023-11-10 00:00:00,7000.0,0.1083,36,Paid,2026-11-12 00:00:00,0
APP-002631,2025-03-12 00:00:00,8600.0,0.2765,36,Paid,2028-03-14 00:00:00,3
APP-002632,2025-04-03 00:00:00,8900.0,0.1749,36,Paid,2028-04-05 00:00:00,1
APP-002633,2022-10-02 00:00:00,8400.0,0.1727,36,Paid,2025-10-04 00:00:00,1
APP-002634,2023-02-24 00:00:00,8600.0,0.1317,48,Paid,2027-02-27 00:00:00,1
APP-002635,2024-02-12 00:00:00,11400.0,0.1812,36,Paid,2027-02-14 00:00:00,2
APP-002636,2023-02-11 00:00:00,10100.0,0.2493,24,Default,,2
APP-002637,2023-10-27 00:00:00,8400.0,0.2318,36,Paid,2026-10-29 00:00:00,2
APP-002638,2022-07-31 00:00:00,9900.0,0.2227,36,Paid,2025-08-02 00:00:00,2
APP-002639,2022-08-17 00:00:00,5900.0,0.2073,36,Paid,2025-08-19 00:00:00,3
APP-002640,2024-12-25 00:00:00,8800.0,0.1621,48,Paid,2028-12-28 00:00:00,1
APP-002641,2022-11-07 00:00:00,11600.0,0.1075,48,Paid,2026-11-10 00:00:00,1
APP-002642,2022-11-20 00:00:00,7600.0,0.1699,36,Paid,2025-11-22 00:00:00,0
APP-002643,2024-08-26 00:00:00,6300.0,0.1682,36,Paid,2027-08-29 00:00:00,0
APP-002644,2023-10-11 00:00:00,6700.0,0.2324,36,Paid,2026-10-13 00:00:00,3
APP-002645,2025-05-27 00:00:00,5800.0,0.1955,48,Paid,2029-05-30 00:00:00,3
APP-002646,2024-04-30 00:00:00,6400.0,0.2606,36,Paid,2027-05-03 00:00:00,3
APP-002647,2023-04-11 00:00:00,7300.0,0.2399,36,Paid,2026-04-13 00:00:00,3
APP-002648,2023-08-05 00:00:00,5200.0,0.1572,48,Paid,2027-08-08 00:00:00,0
APP-002649,2022-10-21 00:00:00,8000.0,0.0902,36,Paid,2025-10-23 00:00:00,1
APP-002650,2022-07-09 00:00:00,9800.0,0.2493,36,Paid,2025-07-11 00:00:00,2
APP-002651,2023-05-18 00:00:00,6200.0,0.248,48,Paid,2027-05-21 00:00:00,3
APP-002652,2022-07-07 00:00:00,11000.0,0.1117,48,Paid,2026-07-10 00:00:00,1
APP-002653,2024-02-12 00:00:00,9000.0,0.2555,24,Paid,2026-02-13 00:00:00,2
APP-002654,2022-12-30 00:00:00,10100.0,0.1991,36,Paid,2026-01-01 00:00:00,2
APP-002655,2022-09-04 00:00:00,6700.0,0.188,36,Paid,2025-09-06 00:00:00,3
APP-002656,2023-05-29 00:00:00,9700.0,0.2607,48,Paid,2027-06-01 00:00:00,2
APP-002657,2022-10-19 00:00:00,5800.0,0.2472,48,Paid,2026-10-22 00:00:00,3
APP-002658,2024-12-24 00:00:00,9800.0,0.2126,48,Paid,2028-12-27 00:00:00,2
APP-002659,2024-04-16 00:00:00,8300.0,0.2037,36,Paid,2027-04-19 00:00:00,2
APP-002660,2022-12-08 00:00:00,9100.0,0.2108,24,Paid,2024-12-09 00:00:00,2
APP-002661,2023-06-19 00:00:00,5600.0,0.16,36,Paid,2026-06-21 00:00:00,0
APP-002662,2024-01-28 00:00:00,6200.0,0.1772,36,Paid,2027-01-30 00:00:00,0
APP-002663,2023-10-07 00:00:00,9200.0,0.1349,36,Default,,1
APP-002664,2023-10-21 00:00:00,6100.0,0.1633,36,Paid,2026-10-23 00:00:00,0
APP-002665,2024-05-17 00:00:00,8900.0,0.1617,36,Paid,2027-05-20 00:00:00,1
APP-002666,2024-01-16 00:00:00,5300.0,0.1482,48,Paid,2028-01-19 00:00:00,0
APP-002667,2025-05-01 00:00:00,9700.0,0.1868,24,Default,,2
APP-002668,2024-10-09 00:00:00,5500.0,0.1638,36,Paid,2027-10-12 00:00:00,0
APP-002669,2024-11-07 00:00:00,9100.0,0.2051,36,Paid,2027-11-10 00:00:00,2
APP-002670,2024-12-23 00:00:00,9300.0,0.0989,36,Paid,2027-12-26 00:00:00,1
APP-002671,2025-04-08 00:00:00,6600.0,0.1743,36,Paid,2028-04-10 00:00:00,0
APP-002672,2023-10-02 00:00:00,9200.0,0.1866,24,Paid,2025-10-03 00:00:00,2
APP-002673,2023-10-01 00:00:00,8500.0,0.1645,36,Default,,1
APP-002674,2025-06-27 00:00:00,6900.0,0.1714,24,Paid,2027-06-29 00:00:00,0
APP-002675,2022-12-21 00:00:00,6000.0,0.1007,24,Default,,0
APP-002676,2023-02-26 00:00:00,4100.0,0.1978,36,Paid,2026-02-28 00:00:00,0
APP-002677,2022-07-21 00:00:00,8700.0,0.2124,24,Paid,2024-07-22 00:00:00,2
APP-002678,2023-04-11 00:00:00,4900.0,0.2047,36,Paid,2026-04-13 00:00:00,3
APP-002679,2024-09-27 00:00:00,8200.0,0.2319,24,Paid,2026-09-29 00:00:00,3
APP-002680,2023-02-24 00:00:00,7500.0,0.1901,36,Paid,2026-02-26 00:00:00,3
APP-002681,2024-04-01 00:00:00,9400.0,0.2039,36,Paid,2027-04-04 00:00:00,2
APP-002682,2023-02-12 00:00:00,7400.0,0.1878,36,Paid,2026-02-14 00:00:00,3
APP-002683,2023-02-01 00:00:00,7300.0,0.2144,36,Paid,2026-02-03 00:00:00,3
APP-002684,2023-04-06 00:00:00,9500.0,0.1011,48,Paid,2027-04-09 00:00:00,1
APP-002685,2024-08-25 00:00:00,8700.0,0.1353,24,Default,,1
APP-002686,2023-01-12 00:00:00,8600.0,0.2593,36,Paid,2026-01-14 00:00:00,2
APP-002687,2022-12-08 00:00:00,8900.0,0.057,36,Paid,2025-12-10 00:00:00,1
APP-002688,2023-08-04 00:00:00,4900.0,0.173,24,Default,,0
APP-002689,2024-01-12 00:00:00,9500.0,0.2386,36,Paid,2027-01-14 00:00:00,2
APP-002690,2024-08-09 00:00:00,9200.0,0.1753,24,Paid,2026-08-11 00:00:00,2
APP-002691,2025-03-20 00:00:00,6000.0,0.1597,48,Paid,2029-03-23 00:00:00,0
APP-002692,2022-09-08 00:00:00,7500.0,0.1865,24,Paid,2024-09-09 00:00:00,3
APP-002693,2024-04-13 00:00:00,7900.0,0.1623,24,Paid,2026-04-15 00:00:00,0
APP-002694,2024-02-05 00:00:00,7700.0,0.1815,36,Paid,2027-02-07 00:00:00,0
APP-002695,2023-09-21 00:00:00,8700.0,0.1458,36,Paid,2026-09-23 00:00:00,1
APP-002696,2024-05-26 00:00:00,10900.0,0.2354,36,Paid,2027-05-29 00:00:00,2
APP-002697,2025-03-28 00:00:00,10200.0,0.2512,36,Paid,2028-03-30 00:00:00,2
APP-002698,2024-02-17 00:00:00,5400.0,0.1733,48,Paid,2028-02-20 00:00:00,0
APP-002699,2025-06-09 00:00:00,9200.0,0.1107,48,Paid,2029-06-12 00:00:00,1
APP-002700,2025-01-04 00:00:00,10700.0,0.1538,36,Paid,2028-01-07 00:00:00,1
APP-002701,2023-12-23 00:00:00,8800.0,0.1708,48,Paid,2027-12-26 00:00:00,1
APP-002702,2024-06-15 00:00:00,10200.0,0.2053,36,Paid,2027-06-18 00:00:00,2
APP-002703,2024-07-01 00:00:00,12000.0,0.1296,24,Paid,2026-07-03 00:00:00,1
APP-002704,2022-11-13 00:00:00,10000.0,0.1415,36,Paid,2025-11-15 00:00:00,1
APP-002705,2023-04-02 00:00:00,8500.0,0.2055,24,Paid,2025-04-03 00:00:00,2
APP-002706,2023-06-19 00:00:00,10100.0,0.2269,48,Paid,2027-06-22 00:00:00,2
APP-002707,2025-02-27 00:00:00,8300.0,0.1489,24,Paid,2027-03-01 00:00:00,1
APP-002708,2025-02-14 00:00:00,8000.0,0.1133,36,Paid,2028-02-17 00:00:00,1
APP-002709,2024-04-15 00:00:00,7300.0,0.3442,36,Paid,2027-04-18 00:00:00,3
APP-002710,2024-08-04 00:00:00,11100.0,0.2192,36,Paid,2027-08-07 00:00:00,2
APP-002711,2023-10-25 00:00:00,6400.0,0.1666,24,Default,,0
APP-002712,2024-08-03 00:00:00,11100.0,0.2235,48,Paid,2028-08-06 00:00:00,2
APP-002713,2023-02-20 00:00:00,9000.0,0.1738,24,Default,,1
APP-002714,2022-09-24 00:00:00,5200.0,0.2234,48,Paid,2026-09-27 00:00:00,3
APP-002715,2023-03-30 00:00:00,8700.0,0.188,48,Paid,2027-04-02 00:00:00,2
APP-002716,2024-10-04 00:00:00,3800.0,0.1846,36,Default,,0
APP-002717,2022-12-01 00:00:00,9300.0,0.1743,24,Paid,2024-12-02 00:00:00,2
APP-002718,2024-02-18 00:00:00,9800.0,0.1076,24,Paid,2026-02-19 00:00:00,1
APP-002719,2022-11-14 00:00:00,6800.0,0.2769,48,Paid,2026-11-17 00:00:00,3
APP-002720,2024-05-08 00:00:00,8200.0,0.1329,24,Paid,2026-05-10 00:00:00,1
APP-002721,2022-08-20 00:00:00,11900.0,0.112,24,Paid,2024-08-21 00:00:00,1
APP-002722,2025-05-27 00:00:00,7000.0,0.1694,36,Paid,2028-05-29 00:00:00,0
APP-002723,2023-04-25 00:00:00,5900.0,0.1319,36,Paid,2026-04-27 00:00:00,0
