app_id,app_date,amount,rate_offered,term_months,status,payment_date,credit_score,risk_segment
APP-001572,2024-06-04,5500.0,0.1673,24,Paid,2026-06-06,597,Subprime
APP-001573,2023-06-11,8600.0,0.159,36,Paid,2026-06-13,674,Subprime
APP-001574,2023-11-02,5300.0,0.1811,24,Paid,2025-11-03,592,Subprime
APP-001575,2023-09-21,8900.0,0.1504,24,Paid,2025-09-22,683,Near-Prime
APP-001576,2023-04-12,7900.0,0.1964,24,Paid,2025-04-13,658,Subprime
APP-001577,2024-08-13,4800.0,0.1531,24,Paid,2026-08-15,579,Subprime
APP-001578,2022-09-17,10300.0,0.2034,36,Default,,718,Near-Prime
APP-001579,2022-11-08,6500.0,0.2408,36,Paid,2025-11-10,623,Subprime
APP-001580,2024-11-12,6400.0,0.144,24,Paid,2026-11-14,619,Subprime
APP-001581,2023-12-19,8400.0,0.1735,24,Paid,2025-12-20,670,Subprime
APP-001582,2024-10-27,10300.0,0.2031,48,Paid,2028-10-30,717,Near-Prime
APP-001583,2024-11-03,6000.0,0.1582,36,Paid,2027-11-06,609,Subprime
APP-001584,2025-03-07,8100.0,0.2032,36,Paid,2028-03-09,663,Subprime
APP-001585,2024-05-06,8900.0,0.2078,36,Paid,2027-05-09,681,Near-Prime
APP-001586,2025-02-26,9400.0,0.2342,24,Paid,2027-02-28,694,Near-Prime
APP-001587,2023-10-13,8400.0,0.1497,48,Paid,2027-10-16,668,Subprime
APP-001588,2022-07-16,7300.0,0.1329,36,Paid,2025-07-18,641,Subprime
APP-001589,2024-05-29,6300.0,0.1646,24,Paid,2026-05-31,618,Subprime
APP-001590,2023-04-19,8200.0,0.1316,36,Paid,2026-04-21,664,Subprime
APP-001591,2024-11-03,5900.0,0.2082,36,Paid,2027-11-06,606,Subprime
APP-001592,2024-07-27,2200.0,0.1219,24,Default,,513,Subprime
APP-001593,2023-08-20,8900.0,0.2967,48,Paid,2027-08-23,681,Near-Prime
APP-001594,2025-03-02,9800.0,0.2448,48,Paid,2029-03-05,705,Near-Prime
APP-001595,2024-04-04,3300.0,0.1806,24,Paid,2026-04-06,541,Subprime
APP-001596,2024-09-10,6000.0,0.2234,36,Paid,2027-09-13,609,Subprime
APP-001597,2024-01-25,9200.0,0.0982,48,Paid,2028-01-28,690,Near-Prime
APP-001598,2025-03-26,12100.0,0.3062,24,Default,,762,Prime
APP-001599,2023-09-29,8000.0,0.1505,36,Paid,2026-10-01,661,Subprime
APP-001600,2023-09-22,6500.0,0.174,36,Paid,2026-09-24,623,Subprime
APP-001601,2024-08-27,7600.0,0.0872,36,Default,,650,Subprime
APP-001602,2023-09-28,10700.0,0.2043,36,Default,,728,Near-Prime
APP-001603,2023-08-26,6700.0,0.1247,36,Paid,2026-08-28,627,Subprime
APP-001604,2023-04-27,6400.0,0.1851,48,Paid,2027-04-30,620,Subprime
APP-001605,2023-03-11,7000.0,0.1528,36,Paid,2026-03-13,635,Subprime
APP-001606,2025-01-24,6100.0,0.1261,48,Default,,612,Subprime
APP-001607,2025-03-25,8200.0,0.1398,24,Paid,2027-03-27,666,Subprime
APP-001608,2023-03-25,11200.0,0.1913,36,Default,,741,Near-Prime
APP-001609,2024-07-13,8600.0,0.1159,24,Paid,2026-07-15,676,Subprime
APP-001610,2025-03-14,7500.0,0.1426,36,Paid,2028-03-16,647,Subprime
APP-001611,2025-04-06,7400.0,0.2132,24,Paid,2027-04-08,645,Subprime
APP-001612,2025-03-18,4900.0,0.3101,48,Paid,2029-03-21,581,Subprime
APP-001613,2025-01-07,9800.0,0.2039,36,Default,,704,Near-Prime
APP-001614,2023-07-02,7800.0,0.1341,24,Paid,2025-07-03,656,Subprime
APP-001615,2023-01-12,7600.0,0.1616,36,Paid,2026-01-14,650,Subprime
APP-001616,2023-02-10,14400.0,0.1816,48,Paid,2027-02-13,800,Prime
APP-001617,2023-01-14,8600.0,0.1625,36,Paid,2026-01-16,674,Subprime
APP-001618,2025-01-12,6500.0,0.2252,24,Paid,2027-01-14,622,Subprime
APP-001619,2022-11-10,7100.0,0.1909,48,Paid,2026-11-13,638,Subprime
APP-001620,2025-02-04,10300.0,0.2254,36,Paid,2028-02-07,717,Near-Prime
APP-001621,2023-09-28,8200.0,0.1643,36,Paid,2026-09-30,665,Subprime
APP-001622,2023-10-11,5100.0,0.2463,36,Paid,2026-10-13,588,Subprime
APP-001623,2024-08-03,9800.0,0.1717,36,Paid,2027-08-06,705,Near-Prime
APP-001624,2023-04-06,6700.0,0.1314,48,Paid,2027-04-09,626,Subprime
APP-001625,2025-02-02,11700.0,0.2889,36,Default,,753,Prime
APP-001626,2023-12-20,10200.0,0.0888,24,Paid,2025-12-21,714,Near-Prime
APP-001627,2024-11-23,7100.0,0.1431,48,Paid,2028-11-26,637,Subprime
APP-001628,2023-04-11,10600.0,0.1486,24,Paid,2025-04-12,724,Near-Prime
APP-001629,2025-05-04,8100.0,0.3054,48,Paid,2029-05-07,663,Subprime
APP-001630,2022-07-30,9700.0,0.2703,36,Paid,2025-08-01,702,Near-Prime
APP-001631,2023-02-24,9000.0,0.2547,36,Paid,2026-02-26,684,Near-Prime
APP-001632,2023-05-03,6300.0,0.1635,24,Paid,2025-05-04,617,Subprime
APP-001633,2024-09-25,6700.0,0.3013,48,Paid,2028-09-28,627,Subprime
APP-001634,2025-06-20,10100.0,0.1984,36,Paid,2028-06-22,711,Near-Prime
APP-001635,2022-07-24,7300.0,0.2289,48,Paid,2026-07-27,643,Subprime
APP-001636,2024-12-28,7200.0,0.189,36,Paid,2027-12-31,639,Subprime
APP-001637,2022-07-19,6100.0,0.1775,24,Paid,2024-07-20,612,Subprime
APP-001638,2024-01-23,8800.0,0.1674,36,Paid,2027-01-25,681,Near-Prime
APP-001639,2025-05-01,12100.0,0.1695,36,Paid,2028-05-03,763,Prime
APP-001640,2025-05-27,5900.0,0.2104,36,Paid,2028-05-29,606,Subprime
APP-001641,2025-04-28,8000.0,0.1984,48,Paid,2029-05-01,661,Subprime
APP-001642,2023-06-27,10800.0,0.1784,36,Paid,2026-06-29,730,Near-Prime
APP-001643,2023-03-08,7800.0,0.2555,36,Paid,2026-03-10,656,Subprime
APP-001644,2024-09-19,8900.0,0.05,48,Default,,682,Near-Prime
APP-001645,2023-02-21,5900.0,0.2055,24,Paid,2025-02-22,606,Subprime
APP-001646,2023-07-28,8900.0,0.2159,48,Paid,2027-07-31,681,Near-Prime
APP-001647,2022-11-28,7600.0,0.2373,36,Paid,2025-11-30,650,Subprime
APP-001648,2024-06-13,10000.0,0.1768,36,Paid,2027-06-16,709,Near-Prime
APP-001649,2024-06-01,10400.0,0.1904,36,Paid,2027-06-04,719,Near-Prime
APP-001650,2024-03-22,13200.0,0.2293,36,Paid,2027-03-25,789,Prime
APP-001651,2023-03-24,9200.0,0.2546,24,Paid,2025-03-25,688,Near-Prime
APP-001652,2023-10-24,8700.0,0.165,48,Paid,2027-10-27,676,Subprime
APP-001653,2024-06-19,8400.0,0.1933,48,Paid,2028-06-22,669,Subprime
APP-001654,2023-12-04,7300.0,0.2639,24,Paid,2025-12-05,642,Subprime
APP-001655,2022-08-07,8700.0,0.0738,48,Default,,676,Subprime
APP-001656,2023-05-23,7400.0,0.1455,36,Paid,2026-05-25,645,Subprime
APP-001657,2024-09-17,8300.0,0.2533,48,Paid,2028-09-20,668,Subprime
APP-001658,2022-08-13,10600.0,0.2346,24,Paid,2024-08-14,725,Near-Prime
APP-001659,2022-12-16,6000.0,0.2061,36,Paid,2025-12-18,609,Subprime
APP-001660,2024-05-01,10300.0,0.1576,36,Paid,2027-05-04,716,Near-Prime
APP-001661,2024-02-22,10600.0,0.1359,24,Paid,2026-02-23,725,Near-Prime
APP-001662,2023-07-05,7800.0,0.1504,36,Paid,2026-07-07,654,Subprime
APP-001663,2023-06-02,3800.0,0.2574,36,Paid,2026-06-04,553,Subprime
APP-001664,2025-01-04,6800.0,0.1486,24,Paid,2027-01-06,629,Subprime
APP-001665,2023-06-19,10600.0,0.1851,36,Paid,2026-06-21,724,Near-Prime
APP-001666,2022-07-31,8000.0,0.1423,48,Default,,658,Subprime
APP-001667,2025-03-05,6000.0,0.2221,36,Paid,2028-03-07,610,Subprime
APP-001668,2022-10-22,7000.0,0.1531,24,Default,,634,Subprime
APP-001669,2023-10-11,9700.0,0.1751,36,Paid,2026-10-13,702,Near-Prime
APP-001670,2023-06-09,9100.0,0.0958,36,Paid,2026-06-11,687,Near-Prime
APP-001671,2022-09-02,7500.0,0.0993,36,Paid,2025-09-04,648,Subprime
APP-001672,2024-08-23,7300.0,0.1804,48,Paid,2028-08-26,641,Subprime
APP-001673,2024-07-28,7200.0,0.1137,24,Paid,2026-07-30,640,Subprime
APP-001674,2023-07-20,6200.0,0.2853,36,Paid,2026-07-22,613,Subprime
APP-001675,2023-04-21,11200.0,0.0769,48,Paid,2027-04-24,740,Near-Prime
APP-001676,2023-11-20,7400.0,0.14,48,Paid,2027-11-23,643,Subprime
APP-001677,2023-06-12,10400.0,0.1808,36,Paid,2026-06-14,720,Near-Prime
APP-001678,2025-04-21,11000.0,0.1617,24,Paid,2027-04-23,736,Near-Prime
APP-001679,2025-05-27,10000.0,0.1248,36,Default,,709,Near-Prime
APP-001680,2022-09-22,7100.0,0.1321,24,Paid,2024-09-23,638,Subprime
APP-001681,2023-04-29,8800.0,0.1305,36,Paid,2026-05-01,680,Near-Prime
APP-001682,2025-05-24,8000.0,0.1657,24,Paid,2027-05-26,658,Subprime
APP-001683,2024-07-17,6200.0,0.2776,24,Default,,614,Subprime
APP-001684,2024-08-28,8600.0,0.1839,36,Paid,2027-08-31,676,Subprime
APP-001685,2025-05-06,5600.0,0.2391,36,Default,,601,Subprime
APP-001686,2024-10-25,10400.0,0.2053,36,Paid,2027-10-28,719,Near-Prime
APP-001687,2024-12-19,7100.0,0.2357,36,Paid,2027-12-22,636,Subprime
APP-001688,2024-12-03,8400.0,0.05,36,Paid,2027-12-06,670,Subprime
APP-001689,2023-12-21,8600.0,0.1648,36,Paid,2026-12-23,674,Subprime
APP-001690,2024-04-13,7500.0,0.2454,36,Paid,2027-04-16,647,Subprime
APP-001691,2025-06-24,9200.0,0.1514,36,Paid,2028-06-26,689,Near-Prime
APP-001692,2023-01-08,7100.0,0.2681,36,Paid,2026-01-10,636,Subprime
APP-001693,2023-11-14,9700.0,0.2542,36,Paid,2026-11-16,703,Near-Prime
APP-001694,2024-10-18,5300.0,0.1565,36,Paid,2027-10-21,592,Subprime
APP-001695,2023-08-13,8300.0,0.1548,36,Paid,2026-08-15,666,Subprime
APP-001696,2025-04-25,11900.0,0.1293,36,Paid,2028-04-27,756,Prime
APP-001697,2022-11-29,6000.0,0.1485,48,Paid,2026-12-02,609,Subprime
APP-001698,2024-11-01,6600.0,0.1184,36,Paid,2027-11-04,626,Subprime
APP-001699,2022-12-30,9000.0,0.2014,36,Paid,2026-01-01,685,Near-Prime
APP-001700,2024-08-21,8400.0,0.1072,36,Paid,2027-08-24,668,Subprime
APP-001701,2023-11-14,8700.0,0.2102,24,Paid,2025-11-15,677,Subprime
APP-001702,2023-07-18,9000.0,0.2114,36,Paid,2026-07-20,684,Near-Prime
APP-001703,2022-09-26,9300.0,0.0969,36,Paid,2025-09-28,691,Near-Prime
APP-001704,2024-06-06,10200.0,0.2575,24,Paid,2026-06-08,715,Near-Prime
APP-001705,2025-02-17,8800.0,0.2057,36,Paid,2028-02-20,680,Near-Prime
APP-001706,2024-07-23,7500.0,0.2175,36,Paid,2027-07-26,647,Subprime
APP-001707,2023-12-30,9300.0,0.1421,48,Paid,2028-01-02,693,Near-Prime
APP-001708,2025-05-05,11800.0,0.2111,48,Paid,2029-05-08,754,Prime
APP-001709,2023-03-04,7700.0,0.2363,36,Paid,2026-03-06,653,Subprime
APP-001710,2024-04-26,6100.0,0.1751,36,Paid,2027-04-29,611,Subprime
APP-001711,2023-12-08,10200.0,0.2801,24,Paid,2025-12-09,715,Near-Prime
APP-001712,2024-06-14,7800.0,0.1822,24,Paid,2026-06-16,653,Subprime
APP-001713,2024-11-18,3700.0,0.237,48,Paid,2028-11-21,551,Subprime
APP-001714,2024-08-29,9700.0,0.1947,24,Paid,2026-08-31,702,Near-Prime
APP-001715,2025-06-05,6900.0,0.2093,36,Paid,2028-06-07,633,Subprime
APP-001716,2025-02-20,7800.0,0.0964,48,Paid,2029-02-23,655,Subprime
APP-001717,2023-09-05,8700.0,0.1986,48,Paid,2027-09-08,676,Subprime
APP-001718,2023-10-13,8400.0,0.1433,48,Paid,2027-10-16,669,Subprime
APP-001719,2023-07-19,9400.0,0.1377,48,Paid,2027-07-22,695,Near-Prime
APP-001720,2023-05-13,7100.0,0.2672,36,Paid,2026-05-15,638,Subprime
APP-001721,2023-05-13,9000.0,0.1693,24,Paid,2025-05-14,685,Near-Prime
APP-001722,2023-01-26,7500.0,0.1298,36,Paid,2026-01-28,647,Subprime
APP-001723,2022-10-03,9500.0,0.162,36,Paid,2025-10-05,696,Near-Prime
APP-001724,2024-05-02,9200.0,0.115,36,Paid,2027-05-05,690,Near-Prime
APP-001725,2024-09-25,6100.0,0.2517,48,Paid,2028-09-28,613,Subprime
APP-001726,2022-09-01,10200.0,0.1452,36,Default,,714,Near-Prime
APP-001727,2023-05-07,6900.0,0.2065,24,Paid,2025-05-08,633,Subprime
APP-001728,2023-02-05,9600.0,0.2478,36,Paid,2026-02-07,700,Near-Prime
APP-001729,2024-01-23,8700.0,0.155,24,Default,,678,Subprime
APP-001730,2025-04-02,11700.0,0.2066,48,Default,,751,Prime
APP-001731,2024-01-10,7600.0,0.1285,36,Paid,2027-01-12,648,Subprime
APP-001732,2023-08-26,7300.0,0.3023,36,Paid,2026-08-28,642,Subprime
APP-001733,2024-08-01,8000.0,0.2268,36,Paid,2027-08-04,659,Subprime
APP-001734,2023-02-02,7400.0,0.1704,36,Paid,2026-02-04,644,Subprime
APP-001735,2022-08-04,9600.0,0.1414,48,Default,,699,Near-Prime
APP-001736,2023-07-16,4800.0,0.1743,36,Paid,2026-07-18,579,Subprime
APP-001737,2024-06-07,5900.0,0.163,48,Paid,2028-06-10,607,Subprime
APP-001738,2024-10-10,5900.0,0.2776,48,Paid,2028-10-13,606,Subprime
APP-001739,2025-05-17,9900.0,0.1187,48,Paid,2029-05-20,707,Near-Prime
APP-001740,2025-03-20,11400.0,0.1867,36,Default,,745,Near-Prime
APP-001741,2024-04-26,7800.0,0.1791,48,Paid,2028-04-29,654,Subprime
APP-001742,2023-02-12,7700.0,0.1741,36,Paid,2026-02-14,651,Subprime
APP-001743,2022-09-03,8100.0,0.1746,48,Paid,2026-09-06,663,Subprime
APP-001744,2025-03-14,10300.0,0.1742,48,Paid,2029-03-17,718,Near-Prime
APP-001745,2023-07-31,6100.0,0.2237,48,Paid,2027-08-03,613,Subprime
APP-001746,2023-02-08,8500.0,0.2104,48,Paid,2027-02-11,671,Subprime
APP-001747,2024-04-14,10000.0,0.2009,36,Paid,2027-04-17,708,Near-Prime
APP-001748,2025-01-08,9000.0,0.05,24,Paid,2027-01-10,685,Near-Prime
APP-001749,2023-03-21,8400.0,0.195,36,Default,,669,Subprime
APP-001750,2024-03-04,10000.0,0.0972,48,Paid,2028-03-07,710,Near-Prime
APP-001751,2024-12-23,2600.0,0.2123,24,Paid,2026-12-25,524,Subprime
APP-001752,2022-12-16,9400.0,0.2537,36,Paid,2025-12-18,693,Near-Prime
APP-001753,2024-03-26,6700.0,0.1337,36,Paid,2027-03-29,627,Subprime
APP-001754,2025-04-22,4300.0,0.1669,36,Paid,2028-04-24,568,Subprime
APP-001755,2025-03-20,9000.0,0.15,48,Default,,685,Near-Prime
APP-001756,2024-11-11,10700.0,0.2418,36,Default,,728,Near-Prime
APP-001757,2022-10-21,7700.0,0.1848,48,Paid,2026-10-24,653,Subprime
APP-001758,2023-06-01,9900.0,0.2664,36,Paid,2026-06-03,707,Near-Prime
APP-001759,2023-09-03,11200.0,0.2007,48,Paid,2027-09-06,740,Near-Prime
APP-001760,2022-08-13,10600.0,0.1921,36,Paid,2025-08-15,725,Near-Prime
APP-001761,2024-03-18,11300.0,0.1834,24,Paid,2026-03-20,741,Near-Prime
APP-001762,2024-09-22,9500.0,0.2209,48,Paid,2028-09-25,697,Near-Prime
APP-001763,2023-09-03,8200.0,0.0931,36,Paid,2026-09-05,663,Subprime
APP-001764,2022-12-26,4800.0,0.1843,36,Paid,2025-12-28,579,Subprime
APP-001765,2023-03-31,7500.0,0.1765,36,Paid,2026-04-02,647,Subprime
APP-001766,2022-08-28,6300.0,0.2163,36,Paid,2025-08-30,617,Subprime
APP-001767,2023-10-20,12300.0,0.1706,36,Paid,2026-10-22,768,Prime
APP-001768,2023-07-12,7600.0,0.1281,24,Paid,2025-07-13,651,Subprime
APP-001769,2024-08-26,8200.0,0.1804,36,Paid,2027-08-29,666,Subprime
APP-001770,2024-02-24,9100.0,0.1259,36,Default,,687,Near-Prime
APP-001771,2023-03-10,8100.0,0.0837,36,Paid,2026-03-12,662,Subprime
APP-001772,2024-09-08,11400.0,0.2164,36,Default,,744,Near-Prime
APP-001773,2023-05-06,6800.0,0.209,48,Paid,2027-05-09,628,Subprime
APP-001774,2024-11-10,8400.0,0.2034,36,Default,,669,Subprime
APP-001775,2024-05-08,6500.0,0.2451,48,Paid,2028-05-11,622,Subprime
APP-001776,2025-03-27,5400.0,0.1467,36,Paid,2028-03-29,593,Subprime
APP-001777,2023-01-31,6800.0,0.1084,36,Paid,2026-02-02,629,Subprime
APP-001778,2024-08-23,7900.0,0.1765,24,Paid,2026-08-25,658,Subprime
APP-001779,2023-01-18,7100.0,0.1626,24,Paid,2025-01-19,638,Subprime
APP-001780,2023-11-09,6600.0,0.1379,36,Paid,2026-11-11,625,Subprime
APP-001781,2024-02-24,5200.0,0.176,36,Paid,2027-02-26,589,Subprime
APP-001782,2024-05-22,7800.0,0.1494,48,Paid,2028-05-25,655,Subprime
APP-001783,2023-01-17,5000.0,0.0882,36,Paid,2026-01-19,584,Subprime
APP-001784,2024-04-22,9500.0,0.1579,48,Paid,2028-04-25,698,Near-Prime
APP-001785,2025-04-15,8200.0,0.1232,48,Paid,2029-04-18,664,Subprime
APP-001786,2022-11-30,5100.0,0.1916,24,Paid,2024-12-01,587,Subprime
APP-001787,2023-11-29,7400.0,0.1472,36,Paid,2026-12-01,644,Subprime
APP-001788,2022-11-22,6500.0,0.2356,36,Paid,2025-11-24,622,Subprime
APP-001789,2024-12-03,8600.0,0.2602,36,Paid,2027-12-06,675,Subprime
APP-001790,2024-04-20,10700.0,0.214,36,Paid,2027-04-23,727,Near-Prime
APP-001791,2023-10-05,4200.0,0.1024,48,Paid,2027-10-08,566,Subprime
APP-001792,2023-08-24,8200.0,0.2553,48,Paid,2027-08-27,665,Subprime
APP-001793,2023-06-24,7700.0,0.2588,48,Default,,651,Subprime
APP-001794,2022-08-05,9300.0,0.1809,36,Paid,2025-08-07,693,Near-Prime
APP-001795,2023-11-30,8400.0,0.2461,36,Default,,670,Subprime
APP-001796,2023-05-31,6500.0,0.1524,36,Paid,2026-06-02,622,Subprime
APP-001797,2023-10-12,7400.0,0.0867,36,Paid,2026-10-14,644,Subprime
APP-001798,2024-11-26,6400.0,0.142,36,Paid,2027-11-29,620,Subprime
APP-001799,2024-01-13,10200.0,0.2665,24,Paid,2026-01-14,713,Near-Prime
APP-001800,2024-08-26,8000.0,0.1054,48,Paid,2028-08-29,661,Subprime
APP-001801,2024-01-17,11800.0,0.18,48,Paid,2028-01-20,755,Prime
APP-001802,2022-11-01,7900.0,0.1817,36,Paid,2025-11-03,656,Subprime
APP-001803,2022-09-15,6600.0,0.1544,48,Paid,2026-09-18,624,Subprime
APP-001804,2022-10-21,5000.0,0.1578,36,Paid,2025-10-23,584,Subprime
APP-001805,2023-07-02,4400.0,0.1836,24,Paid,2025-07-03,569,Subprime
APP-001806,2024-03-06,4800.0,0.1519,48,Paid,2028-03-09,580,Subprime
APP-001807,2024-03-15,8500.0,0.1089,48,Paid,2028-03-18,673,Subprime
APP-001808,2024-09-09,9000.0,0.1908,36,Paid,2027-09-12,685,Near-Prime
APP-001809,2024-04-06,4800.0,0.2337,24,Default,,580,Subprime
APP-001810,2022-11-04,9800.0,0.2235,48,Paid,2026-11-07,704,Near-Prime
APP-001811,2023-12-21,7000.0,0.1395,24,Paid,2025-12-22,635,Subprime
APP-001812,2024-05-06,8300.0,0.1174,36,Paid,2027-05-09,667,Subprime
APP-001813,2022-11-27,11200.0,0.1658,36,Paid,2025-11-29,740,Near-Prime
APP-001814,2023-03-02,9800.0,0.2584,48,Paid,2027-03-05,704,Near-Prime
APP-001815,2025-06-23,7500.0,0.2123,36,Paid,2028-06-25,646,Subprime
APP-001816,2023-04-15,6200.0,0.2152,48,Paid,2027-04-18,615,Subprime
APP-001817,2023-01-09,3700.0,0.2245,36,Paid,2026-01-11,552,Subprime
APP-001818,2024-12-05,6600.0,0.201,36,Paid,2027-12-08,624,Subprime
APP-001819,2024-03-17,7600.0,0.186,48,Paid,2028-03-20,649,Subprime
APP-001820,2025-02-02,6000.0,0.2131,24,Paid,2027-02-04,610,Subprime
APP-001821,2025-06-17,7700.0,0.1527,36,Paid,2028-06-19,653,Subprime
APP-001822,2022-10-06,8200.0,0.1093,36,Paid,2025-10-08,663,Subprime
APP-001823,2023-07-26,7600.0,0.2161,48,Paid,2027-07-29,648,Subprime
APP-001824,2023-11-29,6700.0,0.2419,24,Paid,2025-11-30,627,Subprime
APP-001825,2023-08-08,8300.0,0.1241,36,Paid,2026-08-10,668,Subprime
APP-001826,2023-02-02,8900.0,0.2211,36,Paid,2026-02-04,682,Near-Prime
APP-001827,2023-12-25,5800.0,0.264,36,Paid,2026-12-27,605,Subprime
APP-001828,2023-10-03,10800.0,0.1799,24,Paid,2025-10-04,730,Near-Prime
APP-001829,2025-01-07,7800.0,0.1391,36,Paid,2028-01-10,655,Subprime
APP-001830,2022-12-29,8000.0,0.1862,36,Paid,2025-12-31,660,Subprime
APP-001831,2023-05-30,9400.0,0.1525,24,Paid,2025-05-31,695,Near-Prime
APP-001832,2023-11-01,8500.0,0.1492,36,Paid,2026-11-03,671,Subprime
APP-001833,2025-05-20,9900.0,0.2017,48,Paid,2029-05-23,707,Near-Prime
APP-001834,2022-07-09,8600.0,0.0998,24,Paid,2024-07-10,674,Subprime
APP-001835,2025-07-01,6800.0,0.1078,36,Paid,2028-07-03,629,Subprime
APP-001836,2023-06-11,8700.0,0.181,36,Paid,2026-06-13,678,Subprime
APP-001837,2024-04-26,5700.0,0.1789,24,Default,,602,Subprime
APP-001838,2023-09-22,8200.0,0.1972,24,Default,,665,Subprime
APP-001839,2023-09-26,7900.0,0.2738,36,Paid,2026-09-28,658,Subprime
APP-001840,2023-12-05,7600.0,0.1852,48,Paid,2027-12-08,649,Subprime
APP-001841,2024-04-12,7700.0,0.2099,24,Paid,2026-04-14,653,Subprime
APP-001842,2023-11-23,4200.0,0.1312,48,Paid,2027-11-26,565,Subprime
APP-001843,2024-03-19,6900.0,0.2184,36,Paid,2027-03-22,632,Subprime
APP-001844,2023-01-19,8200.0,0.1537,36,Paid,2026-01-21,664,Subprime
APP-001845,2025-02-04,8300.0,0.1836,36,Paid,2028-02-07,667,Subprime
APP-001846,2024-09-07,5900.0,0.1746,48,Paid,2028-09-10,608,Subprime
APP-001847,2024-09-27,10500.0,0.2316,24,Paid,2026-09-29,723,Near-Prime
APP-001848,2022-12-12,6300.0,0.1145,36,Paid,2025-12-14,616,Subprime
APP-001849,2024-06-08,9900.0,0.0658,36,Paid,2027-06-11,708,Near-Prime
APP-001850,2024-07-10,8900.0,0.1693,24,Paid,2026-07-12,681,Near-Prime
APP-001851,2023-09-22,6700.0,0.2034,24,Paid,2025-09-23,627,Subprime
APP-001852,2025-04-28,11600.0,0.1876,24,Default,,748,Near-Prime
APP-001853,2022-11-27,5600.0,0.2416,36,Paid,2025-11-29,600,Subprime
APP-001854,2025-05-29,9800.0,0.2019,24,Paid,2027-05-31,705,Near-Prime
APP-001855,2023-02-04,10000.0,0.1518,48,Paid,2027-02-07,710,Near-Prime
APP-001856,2023-10-02,6700.0,0.0637,48,Paid,2027-10-05,626,Subprime
APP-001857,2023-09-10,10800.0,0.1681,24,Paid,2025-09-11,729,Near-Prime
APP-001858,2022-10-05,7500.0,0.2314,36,Paid,2025-10-07,647,Subprime
APP-001859,2022-10-01,8600.0,0.1604,24,Paid,2024-10-02,674,Subprime
APP-001860,2022-11-20,8500.0,0.1814,24,Default,,673,Subprime
APP-001861,2025-03-08,7700.0,0.2011,36,Paid,2028-03-10,653,Subprime
APP-001862,2024-12-20,9600.0,0.1292,36,Paid,2027-12-23,700,Near-Prime
APP-001863,2022-12-20,9600.0,0.2112,48,Paid,2026-12-23,699,Near-Prime
APP-001864,2023-08-16,4500.0,0.2619,36,Paid,2026-08-18,572,Subprime
APP-001865,2024-09-15,10600.0,0.1714,36,Default,,725,Near-Prime
APP-001866,2024-04-08,4700.0,0.1235,24,Paid,2026-04-10,576,Subprime
APP-001867,2023-05-08,10100.0,0.1767,24,Default,,711,Near-Prime
APP-001868,2023-01-23,10300.0,0.0688,48,Paid,2027-01-26,716,Near-Prime
APP-001869,2024-04-27,5800.0,0.1968,24,Default,,605,Subprime
APP-001870,2024-07-27,7200.0,0.2026,48,Paid,2028-07-30,639,Subprime
APP-001871,2024-07-19,5800.0,0.2638,24,Paid,2026-07-21,604,Subprime
APP-001872,2024-04-14,7600.0,0.1703,36,Paid,2027-04-17,649,Subprime
APP-001873,2023-05-27,7400.0,0.2004,48,Paid,2027-05-30,644,Subprime
APP-001874,2023-11-21,9600.0,0.1369,24,Paid,2025-11-22,698,Near-Prime
APP-001875,2023-02-08,10600.0,0.1622,36,Default,,725,Near-Prime
APP-001876,2023-11-29,10800.0,0.1037,48,Paid,2027-12-02,729,Near-Prime
APP-001877,2022-08-19,6900.0,0.1703,24,Paid,2024-08-20,631,Subprime
APP-001878,2022-11-28,7600.0,0.1647,36,Default,,649,Subprime
APP-001879,2022-10-25,4600.0,0.195,24,Paid,2024-10-26,575,Subprime
APP-001880,2024-08-17,6400.0,0.1488,24,Paid,2026-08-19,619,Subprime
APP-001881,2024-08-05,9900.0,0.1842,24,Paid,2026-08-07,708,Near-Prime
APP-001882,2023-07-15,11200.0,0.1633,48,Default,,740,Near-Prime
APP-001883,2023-01-08,5500.0,0.1634,24,Paid,2025-01-09,598,Subprime
APP-001884,2025-02-02,6800.0,0.184,24,Paid,2027-02-04,630,Subprime
APP-001885,2024-01-18,7900.0,0.182,36,Paid,2027-01-20,658,Subprime
APP-001886,2023-03-07,8600.0,0.2181,36,Paid,2026-03-09,674,Subprime
APP-001887,2025-06-15,6400.0,0.174,36,Paid,2028-06-17,619,Subprime
APP-001888,2025-04-01,8800.0,0.1625,24,Paid,2027-04-03,681,Near-Prime
APP-001889,2024-08-12,7100.0,0.171,36,Paid,2027-08-15,636,Subprime
APP-001890,2022-11-28,8000.0,0.1443,36,Paid,2025-11-30,659,Subprime
APP-001891,2024-07-10,9100.0,0.162,36,Paid,2027-07-13,687,Near-Prime
APP-001892,2023-08-28,8000.0,0.2816,24,Paid,2025-08-29,660,Subprime
APP-001893,2024-12-01,7100.0,0.1344,36,Paid,2027-12-04,638,Subprime
APP-001894,2025-04-26,7800.0,0.1661,48,Paid,2029-04-29,654,Subprime
APP-001895,2022-10-15,7800.0,0.1606,36,Paid,2025-10-17,655,Subprime
APP-001896,2024-09-02,7300.0,0.1676,24,Paid,2026-09-04,641,Subprime
APP-001897,2023-10-31,7500.0,0.1634,24,Paid,2025-11-01,647,Subprime
APP-001898,2022-10-04,11200.0,0.194,36,Paid,2025-10-06,739,Near-Prime
